Search_method Problem Max_evals Run Score
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_11_20_1000_4 1000 9 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_13_20_1000_4 1000 9 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_16_20_1000_4 1000 9 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_11_200_1000_4 1000 9 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_13_200_1000_4 1000 9 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 0 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 1 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 2 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 3 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 4 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 5 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 6 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 7 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 8 0
random_restart_hill_climber_cliff_score knapPI_16_200_1000_4 1000 9 0
